,DEC,DISCOVERYNAME,DISCOVERYREFNAME,DISTARCSEC,GAIAGEST,GUNNG,GUNNGERR,GUNNI,GUNNIERR,GUNNR,GUNNRERR,GUNNY,GUNNYERR,GUNNZ,GUNNZERR,LIT_PARALLAX,LIT_PARALLAXREFNAME,LIT_PARALLAX_ERROR,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,PARALLAX,PARALLAX_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PMDEC,PMDEC_ERROR,PMRA,PMRA_ERROR,RA,SHORTNAME,SOURCE_ID,SPTNIRNAME,SPTNIRREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTPHONAME,SPTPHOREFNAME,TMASSH,TMASSHERR,TMASSJ,TMASSJERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,source_id
158,-27.899505245,  2MASS 06085283-2753583 ,2008ApJ...689.1295K,0.02,18.328,19.85,-99999.0,18.141,0.004,20.939,0.024,15.542,0.006999999999999999,16.549,0.005,24.98,2016ApJ...833...96L,1.49,      MG; ,2014ApJ...783..121G,22.65,0.19,38.4,7.8,21.39,0.221,724.7,1.7,18.538,0.002,1437.1,10.9,16.868,0.008,6.46,0.32,12.69,0.28,92.220201428, J0608-2753 ,2898019875782441856,  L0Int-G ,2013ApJ...772...79A,  M9Int-G ,2008ApJ...689.1295K,      ... ,               ... ,12.897,0.026000000000000002,13.595,0.027999999999999997,12.370999999999999,0.026000000000000002,11.975,0.024,11.622,0.021,11.216,0.12300000000000001,413.0
160,-1.011821081, DENIS-P J0615493-010041 ,2008MNRAS.383..831P,0.1,18.697,-99999.0,-99999.0,18.156,0.006999999999999999,20.599,0.028999999999999998,15.66,0.004,16.627,0.003,45.7,2014A&A...565A..20S,0.11199999999999999,       ...,                ...,44.8,0.33,141.8,35.6,19.972,0.272,715.5,2.1,18.552,0.003,1389.9,16.8,16.904,0.013000000000000001,-57.86,0.42,199.17,0.46,93.956503349, J0615-0100 ,3121200807575320448,       L1 ,2014ApJ...794..143B,      L2: ,2008MNRAS.383..831P,      ... ,               ... ,12.984000000000002,0.023,13.754000000000001,0.027000000000000003,12.540999999999999,0.026000000000000002,12.197000000000001,0.024,11.948,0.022000000000000002,11.295,0.163,1852.0
161,-45.951682071,  2MASS 06160532-4557080 ,2008AJ....136.1290R,0.04,19.989,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,33.97,0.58,37.3,7.3,21.421,0.213,164.7,0.9,20.147000000000002,0.006,330.1,6.2,18.465,0.02,131.28,1.08,-49.27,1.1,94.02187286, J0616-4557 ,5567054149998654848,      ... ,               ... ,       L2 ,2008AJ....136.1290R,      ... ,               ... ,14.259,0.044000000000000004,15.157,0.042,13.597999999999999,0.039,13.119000000000002,0.023,12.811,0.023,12.307,0.218,341.0
163,-45.363580757,  2MASS 06244595-4521548 ,2008AJ....136.1290R,0.24,19.363,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,81.24,2016AJ....152...24W,0.44,       ...,                ...,81.62,0.5,36.9,6.4,21.433000000000003,0.18899999999999997,218.1,1.1,19.842,0.006,478.1,7.7,18.063,0.018000000000000002,376.67,1.24,-35.75,0.89,96.191216883, J0624-4521 ,5556620540565785600,       L5 ,2014ApJ...794..143B,      L5: ,2008AJ....136.1290R,      ... ,               ... ,13.335,0.027999999999999997,14.48,0.028999999999999998,12.595,0.026000000000000002,11.850999999999999,0.022000000000000002,11.49,0.021,10.76,0.07200000000000001,376.0
165,-50.176378443999994,             2MUCD 20248 ,2008AJ....136.1290R,0.04,19.762999999999998,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,      MG; ,2014ApJ...783..121G,32.67,0.82,111.8,38.8,20.23,0.377,145.6,1.4,20.28,0.01,300.9,7.1,18.566,0.025,0.22,1.57,-93.13,1.76,98.099471684, J0632-5010 ,5550802234268442496,      ... ,               ... ,       L3 ,2008AJ....136.1290R,      ... ,               ... ,14.030999999999999,0.039,15.024000000000001,0.043,13.337,0.03,12.61,0.023,12.169,0.022000000000000002,11.729000000000001,0.146,345.0
167,-25.580305486, DENIS-P J0652197-253450 ,2008MNRAS.383..831P,0.12,17.454,-99999.0,-99999.0,17.038,0.004,19.546,0.024,14.595,0.004,15.554,0.004,62.023,2014A&A...565A..20S,0.07,       ...,                ...,62.44,0.16,85.8,8.5,20.518,0.107,1955.3,2.8,17.46,0.002,3730.5,28.8,15.833,0.008,88.16,0.25,-235.5,0.18,103.081222166, J0652-2534 ,2920995300823950720,       M9 ,2014ApJ...794..143B,       L0 ,2008MNRAS.383..831P,      ... ,               ... ,12.02,0.022000000000000002,12.759,0.023,11.515999999999998,0.021,11.142000000000001,0.023,10.79,0.021,10.366,0.059000000000000004,838.0
168,47.176938326999995,             2MUCD 10601 ,2003AJ....126.2421C,0.14,18.562,-99999.0,-99999.0,18.618,0.005,20.680999999999997,0.086,15.755,0.006,16.828,0.008,114.9,2016ApJS..225...10F,4.0,       ...,                ...,109.69,0.44,64.8,12.6,20.823,0.21100000000000002,557.7,2.3,18.822,0.004,1203.5,22.9,17.061,0.021,131.88,0.76,-118.82,0.73,103.12724737, J0652+4710 ,954697944875755136,      ... ,               ... ,     L4.5 ,2003AJ....126.2421C,      ... ,               ... ,12.384,0.024,13.511,0.023,11.694,0.02,10.879000000000001,0.024,10.508,0.02,9.844,0.052000000000000005,395.0
171,-61.930847886,  2MASS 07123786-6155528 ,2009AJ....137.3345C,0.17,19.662,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,22.9,2012ApJ...752...56F,9.1,       ...,                ...,24.39,1.02,68.4,15.0,20.764,0.23800000000000002,127.0,1.1,20.429000000000002,0.009000000000000001,266.5,14.4,18.698,0.057999999999999996,106.93,1.94,-37.17,1.69,108.15740698100001, J0712-6155 ,5286860241773161984,      ... ,               ... ,   L1Vl-G ,2009AJ....137.3345C,      ... ,               ... ,14.392000000000001,0.043,15.296,0.063,13.674000000000001,0.049,13.015,0.023,12.632,0.022000000000000002,11.267999999999999,0.092,850.0
174,57.095500906000005,  2MASSW J0717163+570543 ,2003IAUS..211..197W,0.04,19.965,23.266,-99999.0,19.283,0.006,21.57,0.07400000000000001,16.743,0.009000000000000001,17.782,0.012,-99999.0,               ... ,-99999.0,       ...,                ...,33.66,1.02,52.5,8.7,21.051,0.18100000000000002,235.2,1.6,19.76,0.006999999999999999,491.1,9.7,18.034000000000002,0.021,41.86,1.15,-24.67,1.28,109.31757969200001, J0717+5705 ,989832319249728128,     L6.5 ,2003IAUS..211..197W,       L3 ,2008AJ....136.1290R,      ... ,               ... ,13.593,0.03,14.636,0.032,12.945,0.026000000000000002,12.306,0.023,11.964,0.023,11.342,0.172,848.0
175,-50.861640608,  2MASS 07193188-5051410 ,2008AJ....136.1290R,0.12,18.872,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,34.6,2013AJ....146..161M,2.2,       ...,                ...,36.46,0.24,47.9,14.2,21.15,0.322,561.8,1.5,18.814,0.003,1083.4,17.4,17.175,0.017,-52.54,0.42,191.36,0.53,109.884125121, J0719-5051 ,5504230937511573504,      L0: ,2013AJ....146..161M,       L0 ,2008AJ....136.1290R,      ... ,               ... ,13.282,0.035,14.094000000000001,0.032,12.773,0.027000000000000003,12.466,0.023,12.231,0.021,11.698,0.156,847.0
176,57.451197695,  2MASS 07231462+5727081 ,2008AJ....136.1290R,0.1,18.748,-99999.0,-99999.0,18.323,0.006,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,39.77,0.33,56.1,9.2,20.979,0.177,585.9,1.7,18.769000000000002,0.003,1101.7,8.6,17.157,0.009000000000000001,-229.59,0.4,59.31,0.45,110.811419271, J0723+5727 ,989476558517917952,       L0 ,2014ApJ...794..143B,       L1 ,2008AJ....136.1290R,      ... ,               ... ,13.155999999999999,0.03,13.97,0.027000000000000003,12.613,0.03,12.279000000000002,0.023,12.052,0.023,11.709000000000001,0.212,599.0
202,-49.200300798, DENIS-P J0823031-491201 ,2008MNRAS.383..831P,0.0,18.381,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,48.33,2015A&A...579A..61S,0.14,       ...,                ...,48.39,0.46,47.8,5.5,21.153000000000002,0.126,711.6,1.9,18.558,0.003,1461.6,29.2,16.85,0.022000000000000002,11.8,0.78,-157.9,0.84,125.762066819, J0823-4912 ,5514929155583865216,     L2.7 ,2014ApJ...794..143B,     L1.5 ,2008MNRAS.383..831P,      ... ,               ... ,12.636,0.022000000000000002,13.547,0.026000000000000002,12.062000000000001,0.023,11.47,0.023,11.142000000000001,0.021,10.748,0.06,1644.0
203,61.421440068,  2MASS 08230838+6125208 ,2008AJ....136.1290R,0.23,19.723,-99999.0,-99999.0,19.159000000000002,0.013000000000000001,21.208000000000002,0.034,16.852,0.005,17.802,0.013000000000000001,-99999.0,               ... ,-99999.0,       ...,                ...,39.24,0.53,35.4,4.5,21.478,0.139,251.1,0.8,19.689,0.004,482.3,5.7,18.054000000000002,0.013000000000000001,-217.38,0.73,-465.34,0.79,125.780509687, J0823+6125 ,1089980859123284864,     L2.5 ,2014ApJ...794..143B,      L2: ,2008AJ....136.1290R,      ... ,               ... ,13.814,0.037000000000000005,14.82,0.036000000000000004,13.196,0.028999999999999998,12.74,0.023,12.448,0.022000000000000002,12.409,0.389,609.0
204,24.482895016999997,  2MASS 08234818+2428577 ,2008AJ....136.1290R,0.08,19.984,-99999.0,-99999.0,19.625,0.015,21.671999999999997,0.057,17.185,0.01,18.18,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,39.52,0.92,65.6,36.6,20.809,0.605,176.4,1.1,20.072,0.006999999999999999,333.1,10.7,18.455,0.035,43.58,0.86,-161.04,1.4,125.94997784700001, J0823+2428 ,679088656539598592,      ... ,               ... ,       L3 ,2008AJ....136.1290R,       L4 ,2016A&A...589A..49S,14.06,0.044000000000000004,14.985999999999999,0.043,13.377,0.03,12.812000000000001,0.023,12.501,0.025,12.045,0.3,617.0
206,-0.486479535,ULAS J082543.33-002911.1 ,2016A&A...589A..49S,0.01,20.238,22.968000000000004,-99999.0,19.797,0.019,21.735,0.154,17.317,0.013000000000000001,18.283,0.011000000000000001,-99999.0,           -99999. ,-99999.0,       ...,                ...,13.69,1.18,39.7,12.2,21.354,0.33399999999999996,143.4,1.1,20.297,0.009000000000000001,297.0,10.5,18.58,0.038,-15.01,1.06,-39.86,1.97,126.430475734, J0825-0029 ,3076467585019460736,      ... ,               ... ,      ... ,               ... ,       L2 ,2016A&A...589A..49S,14.584000000000001,0.036000000000000004,15.45,0.057,13.977,0.059000000000000004,13.545,0.025,13.243,0.032,11.79,-99999.0,1645.0
217,5.8084589929999995,  2MASS 08355829+0548308 ,2008AJ....136.1290R,0.06,19.486,-99999.0,-99999.0,19.078,0.006999999999999999,21.375999999999998,0.042,16.59,0.004,17.594,0.006,-99999.0,               ... ,-99999.0,       ...,                ...,25.75,0.51,34.4,4.3,21.51,0.135,297.8,0.9,19.504,0.003,572.3,5.6,17.868,0.01,-24.03,0.62,-116.11,0.87,128.992389145, J0835+0548 ,594796796618894720,     L1.5 ,2014ApJ...794..143B,      L2: ,2008AJ....136.1290R,     L2.5 ,2016A&A...589A..49S,13.683,0.037000000000000005,14.533,0.036000000000000004,13.168,0.034,12.700999999999999,0.023,12.422,0.024,12.11,0.391,72.0
229,-15.544575903,  2MASSI J0847287-153237 ,2003AJ....126.2421C,0.15,18.475,-99999.0,-99999.0,17.909000000000002,0.005,20.232,0.021,15.55,0.002,16.518,0.015,58.96,2014AJ....147...94D,0.99,       ...,                ...,56.92,0.32,56.7,6.6,20.967,0.127,839.7,1.4,18.378,0.002,1580.0,12.9,16.765,0.009000000000000001,-199.75,0.61,132.7,0.45,131.87035005799999, J0847-1532 ,5733429157137237760,      ... ,               ... ,       L2 ,2003AJ....126.2421C,      ... ,               ... ,12.629000000000001,0.027000000000000003,13.513,0.026000000000000002,12.061,0.023,11.710999999999999,0.024,11.458,0.021,10.958,0.111,614.0
234,57.145946118000005,SDSSp J085758.45+570851.4,2002ApJ...564..466G,0.23,20.186,-99999.0,-99999.0,20.576999999999998,0.054000000000000006,-99999.0,-99999.0,17.052,0.022000000000000002,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,71.23,1.03,35.1,7.0,21.489,0.21600000000000003,122.8,0.8,20.465999999999998,0.006999999999999999,294.0,10.0,18.590999999999998,0.037000000000000005,-391.86,1.38,-407.72,1.88,134.490435581, J0857+5708 ,1037131492704550656,       L8 ,2002ApJ...564..466G,       L8 ,2008ApJ...689.1295K,      ... ,               ... ,13.79,0.042,15.038,0.04,12.962,0.03,12.024000000000001,0.024,11.439,0.021,10.317,0.063,234.0
239,56.387045082,  2MASS 09054654+5623117 ,2008AJ....136.1290R,0.07,20.563000000000002,-99999.0,-99999.0,20.449,0.022000000000000002,-99999.0,-99999.0,17.632,0.016,18.702,0.011000000000000001,-99999.0,               ... ,-99999.0,       ...,                ...,40.36,1.23,58.5,14.4,20.933000000000003,0.267,96.6,0.8,20.726,0.009000000000000001,202.9,7.7,18.994,0.040999999999999995,101.61,1.73,15.78,1.82,136.44404465, J0905+5623 ,1036463161434497152,      ... ,               ... ,       L5 ,2008AJ....136.1290R,      ... ,               ... ,14.284,0.040999999999999995,15.395,0.052000000000000005,13.73,0.037000000000000005,13.014000000000001,0.024,12.685,0.024,12.067,0.308,239.0
243,-6.971773248,      DENIS-P J0909-0658 ,1999A&AS..135...41D,0.08,18.643,-99999.0,-99999.0,18.266,0.005,20.574,0.048,15.827,0.005,16.794,0.005,42.5,2011AJ....141...54A,4.2,       ...,                ...,40.13,0.32,-99999.0,-99999.0,-99999.0,-99999.0,638.6,2.9,18.675,0.005,-99999.0,-99999.0,-99999.0,-99999.0,17.19,0.46,-189.08,0.51,137.488687123, J0909-0658 ,5756372799418344960,       L0 ,2014ApJ...794..143B,       L0 ,2008ApJ...689.1295K,      ... ,               ... ,13.09,0.021,13.89,0.024,12.539000000000001,0.026000000000000002,12.232000000000001,0.023,11.987,0.022000000000000002,11.206,0.177,1325.0
244,74.018261471,  2MASS 09111297+7401081 ,2008AJ....136.1290R,0.23,17.820999999999998,21.625999999999998,0.061,17.191,0.004,19.822,0.013999999999999999,14.757,0.003,15.715,0.003,45.2,2016ApJS..225...10F,3.1,       ...,                ...,40.08,0.17,58.2,7.6,20.939,0.142,1678.7,2.3,17.625999999999998,0.002,3140.9,17.0,16.019000000000002,0.006,-154.32,0.27,-191.05,0.24,137.801046883, J0911+7401 ,1123855296251645824,      ... ,               ... ,       L0 ,2008AJ....136.1290R,      ... ,               ... ,12.205,0.03,12.921,0.027000000000000003,11.748,0.026000000000000002,11.344000000000001,0.023,11.020999999999999,0.02,10.559000000000001,0.076,323.0
248,4.368082852,  2MASS 09153413+0422045 ,2008AJ....136.1290R,0.32,19.956,-99999.0,-99999.0,19.836,0.023,21.623,0.16699999999999998,16.788,0.012,17.828,0.02,-99999.0,               ... ,-99999.0,      UR; ,2006AJ....132..891R,54.85,1.1,44.0,12.0,21.241999999999997,0.297,121.8,1.5,20.474,0.013000000000000001,464.1,12.8,18.096,0.03,17.59,2.08,-111.47,1.85,138.891867439, J0915+0422 ,579379032257250176,      ... ,               ... ,       L7 ,2008AJ....136.1290R,      ... ,               ... ,13.530999999999999,0.032,14.548,0.03,13.011,0.040999999999999995,12.079,0.024,11.710999999999999,0.022000000000000002,11.024000000000001,0.147,312.0
249,21.664009778,  2MASS 09161504+2139512 ,2003AJ....126.2421C,0.29,18.072,21.763,0.071,17.367,0.004,19.980999999999998,0.021,14.933,0.009000000000000001,15.865,0.003,-99999.0,               ... ,-99999.0,       ...,                ...,48.81,0.23,48.4,8.5,21.138,0.191,1427.6,2.8,17.802,0.002,2675.7,16.0,16.192999999999998,0.006999999999999999,-43.28,0.23,-200.28,0.33,139.061597235, J0916+2139 ,638510247908168576,       L0 ,2014ApJ...794..143B,      ... ,               ... ,      ... ,               ... ,12.517000000000001,0.027999999999999997,13.222999999999999,0.024,12.074000000000002,0.025,11.706,0.023,11.366,0.021,11.014000000000001,0.121,271.0
254,-80.177970762,  2MASS 09221952-8010399 ,2008AJ....136.1290R,0.05,19.989,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,33.6,0.61,26.8,5.6,21.781,0.228,139.7,0.8,20.326,0.006999999999999999,268.8,7.1,18.688,0.028999999999999998,-50.85,1.21,29.45,1.05,140.582088029, J0922-8010 ,5196015013380778624,      ... ,               ... ,     L2:: ,2008AJ....136.1290R,      ... ,               ... ,14.285,0.035,15.276,0.054000000000000006,13.681,0.047,13.132,0.025,12.802,0.025,11.91,0.215,490.0
257,-16.053438721,  2MASSW J0928397-160312 ,2000AJ....120..447K,0.1,20.139,-99999.0,-99999.0,19.768,0.012,-99999.0,-99999.0,17.408,0.006,18.406,0.012,34.4,2013AJ....146..161M,3.9,       ...,                ...,32.31,0.9,-99999.0,-99999.0,-99999.0,-99999.0,143.5,1.4,20.297,0.011000000000000001,-99999.0,-99999.0,-99999.0,-99999.0,26.59,1.88,-162.45,1.97,142.164703544, J0928-1603 ,5682395393653392128,      L2: ,2013AJ....146..161M,       L2 ,2000AJ....120..447K,      ... ,               ... ,14.292,0.037000000000000005,15.322000000000001,0.043,13.615,0.051,13.157,0.027999999999999997,12.845,0.03,12.529000000000002,0.495,403.0
263,-29.582853095,  2MASS 09352803-2934596 ,2008AJ....136.1290R,0.03,18.91,-99999.0,-99999.0,18.365,0.004,20.875999999999998,0.037000000000000005,15.927999999999999,0.006,16.861,0.003,-99999.0,               ... ,-99999.0,       ...,                ...,30.27,0.51,25.3,5.4,21.845,0.23399999999999999,511.1,2.7,18.917,0.006,1098.9,9.9,17.16,0.01,69.58,0.97,-5.36,0.96,143.866788617, J0935-2934 ,5632725432610141568,     L0.5 ,2014ApJ...794..143B,       L0 ,2008AJ....136.1290R,      ... ,               ... ,13.312000000000001,0.028999999999999998,14.036,0.028999999999999998,12.822000000000001,0.027000000000000003,12.42,0.022000000000000002,12.126,0.023,11.694,0.20600000000000002,121.0
273,-10.239362378,  2MASS 09532126-1014205 ,2007AJ....133..439C,0.14,18.194000000000003,-99999.0,-99999.0,18.0,0.004,20.471,0.027999999999999997,15.44,0.005,16.465999999999998,0.003,-99999.0,               ... ,-99999.0,      MG; ,2015ApJS..219...33G,27.89,0.39,34.6,6.8,21.505,0.215,811.5,2.2,18.415,0.003,1565.9,19.8,16.775,0.013999999999999999,-66.72,0.8,-82.39,0.75,148.338278793, J0953-1014 ,3769934860057100672,     M9.5 ,2014ApJ...794..143B,       L0 ,2007AJ....133..439C,      ... ,               ... ,12.644,0.027000000000000003,13.469000000000001,0.027999999999999997,12.142000000000001,0.022000000000000002,11.769,0.022000000000000002,11.413,0.021,10.728,0.11800000000000001,415.0
276,50.382282421000006,               G 196-3 B ,1998SCI...282.1309R,0.16,19.430999999999997,-99999.0,-99999.0,19.473,0.013999999999999999,21.621,0.055999999999999994,17.044,0.019,18.147000000000002,0.01,48.98,2016ApJ...833...96L,2.32,    VB;MG;,2014ApJ...783..121G,44.35,0.81,56.6,11.7,20.969,0.225,161.2,1.3,20.17,0.009000000000000001,356.7,8.7,18.381,0.027000000000000003,-208.52,1.67,-137.82,0.93,151.085064904, J1004+5022 ,824017070904063488,  L3Int-G ,2013ApJ...772...79A,   L3Vl-G ,2008ApJ...689.1295K,      ... ,               ... ,13.648,0.043,14.831,0.047,12.777999999999999,0.034,11.7,0.023,11.134,0.024,10.273,0.068,241.0
277,-33.590167840999996,   2MASSWJ1004392-333518 ,2002ApJ...575..484G,0.28,19.754,-99999.0,-99999.0,19.226,0.013999999999999999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,54.8,2011AJ....141...54A,5.6,      VB; ,2005AN....326..974S,53.28,0.57,36.4,6.2,21.449,0.184,268.8,0.9,19.615,0.004,568.2,11.1,17.875999999999998,0.021,-354.29,0.94,345.78,0.91,151.165624939, J1004-3335 ,5458784415378809728,    L4.5: ,2014ApJ...794..143B,       L4 ,2002ApJ...575..484G,      ... ,               ... ,13.49,0.036000000000000004,14.48,0.035,12.924000000000001,0.024,12.285,0.08199999999999999,11.998,0.07200000000000001,12.667,0.5379999999999999,1331.0
282,-13.943673015999998,  SSSPMJ10130734-1356204 ,2004A&A...425..519S,0.39,19.884,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,           -99999. ,-99999.0,       ...,                ...,17.87,0.22,98.7,9.6,20.365,0.106,1221.4,2.4,17.971,0.002,1926.1,14.0,16.55,0.008,-1029.79,0.29,68.07,0.34,153.28091316200002, J1013-1356 ,3753081236588280192,    usdL0 ,2007ApJ...657..494B,   sdM9.5 ,2004A&A...425..519S,   -99999.,           -99999. ,14.382,0.049,14.620999999999999,0.032,14.398,0.078,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1333.0
283,35.347441273,  2MASS 10132796+3520536 ,2008AJ....135..785W,0.08,19.164,23.09,0.18,18.51,0.005,20.835,0.04,16.134,0.004,17.083,0.003,-99999.0,               ... ,-99999.0,       ...,                ...,29.32,0.35,44.7,13.1,21.225,0.319,471.1,1.6,19.006,0.004,896.5,9.8,17.381,0.012,-166.73,0.49,-3.71,0.47,153.366509708, J1013+3520 ,753347537280600832,      ... ,               ... ,       L0 ,2008AJ....135..785W,      ... ,               ... ,13.550999999999998,0.027000000000000003,14.296,0.028999999999999998,13.036,0.03,12.735,0.024,12.472000000000001,0.024,12.043,0.35700000000000004,284.0
286,-29.16530037,  2MASSW J1018588-290953 ,2002ApJ...575..484G,0.19,19.086,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,16.152,0.013999999999999999,17.144000000000002,0.011000000000000001,35.3,2011AJ....141...54A,3.2,       ...,                ...,35.32,0.47,21.9,6.5,21.999000000000002,0.324,438.3,1.5,19.084,0.004,839.6,14.6,17.452,0.019,-92.13,0.79,-349.97,0.72,154.743162834, J1018-2909 ,5462412288353490944,     L0.5 ,2014ApJ...794..143B,       L1 ,2002ApJ...575..484G,      ... ,               ... ,13.418,0.024,14.213,0.03,12.796,0.023,12.559000000000001,0.024,12.379000000000001,0.024,12.187999999999999,0.327,1335.0
289,2.011481078,  2MASS 10220489+0200477 ,2008AJ....135..785W,0.17,18.840999999999998,22.84,0.16,18.309,0.004,20.621,0.025,15.945,0.001,16.857,0.006,34.55,2016ApJ...833...96L,2.03,       ...,                ...,33.13,0.37,35.1,8.1,21.49,0.251,573.6,2.3,18.792,0.004,1129.5,28.4,17.13,0.027000000000000003,-417.81,0.64,-179.65,0.59,155.519599591, J1022+0200 ,3856498658891737728,       M9 ,2014ApJ...794..143B,       L0 ,2008AJ....135..785W,       L0 ,2016A&A...589A..49S,13.398,0.032,14.1,0.032,12.899000000000001,0.032,12.625,0.024,12.338,0.027999999999999997,11.527999999999999,0.27699999999999997,602.0
290,41.24009399,              HD 89744 B ,2001AJ....122.1989W,0.13,19.469,-99999.0,-99999.0,19.051,0.012,20.224,0.023,16.680999999999997,0.016,17.676,0.009000000000000001,25.36,2007A&A...474..653V,0.31,      VB; ,2001AJ....122.1989W,25.96,0.95,62.8,12.8,20.855999999999998,0.22,258.2,2.2,19.659000000000002,0.009000000000000001,571.6,20.0,17.869,0.038,-140.08,1.07,-119.93,0.98,155.561284472, J1022+4114 ,804745827527463808,      ... ,               ... ,       L0 ,2001AJ....122.1989W,      ... ,               ... ,14.022,0.033,14.901,0.037000000000000005,13.607999999999999,0.039,13.185,0.024,12.937999999999999,0.026000000000000002,12.036,-99999.0,196.0
297,3.8369731039999997,  2MASS 10340564+0350164 ,2010AJ....139.1808S,0.27,19.322,-99999.0,-99999.0,18.884,0.006999999999999999,21.208000000000002,0.027999999999999997,16.519000000000002,0.006,17.462,0.009000000000000001,-99999.0,               ... ,-99999.0,       ...,                ...,22.67,0.43,31.7,7.3,21.6,0.252,337.1,1.4,19.369,0.005,630.1,8.8,17.762999999999998,0.015,-221.74,0.74,336.0,0.92,158.524975883, J1034+0350 ,3856980966539068544,     M8.5 ,2014ApJ...794..143B,       L0 ,2010AJ....139.1808S,       L0 ,2016A&A...589A..49S,14.02,0.044000000000000004,14.695,0.044000000000000004,13.625,0.047,13.222999999999999,0.024,12.955,0.028999999999999998,12.038,-99999.0,1651.0
298,25.127763426999998,  2MASSW J1035245+250745 ,2000AJ....120..447K,0.3,19.621,-99999.0,-99999.0,19.099,0.006999999999999999,21.364,0.039,16.657,0.006999999999999999,17.594,0.006,-99999.0,               ... ,-99999.0,       ...,                ...,31.27,0.5,50.3,20.5,21.096999999999998,0.442,294.5,1.4,19.516,0.005,545.9,8.9,17.919,0.018000000000000002,-298.78,0.63,-182.63,0.79,158.85129306, J1035+2507 ,724407502179323392,       L1 ,2014ApJ...794..143B,       L1 ,2000AJ....120..447K,      ... ,               ... ,13.911,0.031,14.758,0.027999999999999997,13.286,0.027999999999999997,13.005,0.024,12.713,0.026000000000000002,12.664000000000001,0.529,1397.0
299,-34.695953976,  2MASSW J1036530-344138 ,2002ApJ...575..484G,0.2,20.63,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,61.5,2012ApJ...752...56F,9.1,       ...,                ...,68.02,1.72,31.2,12.1,21.618000000000002,0.423,84.1,1.1,20.877,0.013999999999999999,177.9,10.6,19.137,0.064,-454.95,2.62,-42.16,3.43,159.220864962, J1036-3441 ,5444217638657849856,      ... ,               ... ,       L6 ,2002ApJ...575..484G,      ... ,               ... ,14.446,0.035,15.622,0.048,13.798,0.043,12.989,0.023,12.453,0.024,11.454,0.185,1338.0
301,-1.83275699,  2MASSI J1045240-014957 ,2002ApJ...575..484G,0.22,18.15,-99999.0,-99999.0,17.54,0.003,19.932000000000002,0.022000000000000002,15.152999999999999,0.009000000000000001,16.119,0.006999999999999999,61.78,2016ApJ...833...96L,1.46,      MG; ,2008MNRAS.384.1399J,58.66,0.24,38.5,6.0,21.388,0.16899999999999998,1191.8,2.5,17.998,0.002,2236.3,16.8,16.387999999999998,0.008,-10.24,0.3,-507.7,0.37,161.347736981, J1045-0149 ,3802665122192531712,       L2 ,2013AJ....146..161M,       L1 ,2002ApJ...575..484G,     L1.5 ,2016A&A...589A..49S,12.352,0.025,13.16,0.024,11.78,0.023,11.463,0.023,11.239,0.021,10.767999999999999,0.109,288.0
